id,name,author,enrolls,description,image,link,overall_rating,catagory,platform,university,released_date,country,language,price,duration,certificate,material_type,added_by,num_of_reviews,num_of_ratings,image_mobile,total_ratings
382,Global Energy and Climate Policy,SOAS University of London,10k,"","",https://www.coursera.org/search?query=Global Energy and Climate Policy,4.5,Computer Science,Coursera,SOAS University of London,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
389,Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,120k,"","",https://www.coursera.org/search?query=Google Cloud Platform Big Data and Machine Learning Fundamentals,4.6,Computer Science,Coursera,Google Cloud,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
407,Healthcare Marketplace,University of Minnesota,36k,"","",https://www.coursera.org/search?query=Healthcare Marketplace,4.4,Computer Science,Coursera,University of Minnesota,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
413,How To Create a Website in a Weekend! (Project-Centered Course),The State University of New York,140k,"","",https://www.coursera.org/search?query=How To Create a Website in a Weekend! (Project-Centered Course),3.3,Computer Science,Coursera,The State University of New York,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
416,IBM AI Engineering,IBM,140k,"","",https://www.coursera.org/search?query=IBM AI Engineering,4.6,Computer Science,Coursera,IBM,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
417,IBM AI Enterprise Workflow,IBM,3.5k,"","",https://www.coursera.org/search?query=IBM AI Enterprise Workflow,4.4,Computer Science,Coursera,IBM,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
418,IBM Applied AI,IBM,220k,"","",https://www.coursera.org/search?query=IBM Applied AI,4.6,Computer Science,Coursera,IBM,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
420,IBM Data Science,IBM,480k,"","",https://www.coursera.org/search?query=IBM Data Science,4.6,Computer Science,Coursera,IBM,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
421,IT Fundamentals for Cybersecurity,IBM,35k,"","",https://www.coursera.org/search?query=IT Fundamentals for Cybersecurity,4.5,Computer Science,Coursera,IBM,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
428,Improving Leadership & Governance in Nonprofit Organizations,Luther College at the University of Regina,18k,"","",https://www.coursera.org/search?query=Improving Leadership & Governance in Nonprofit Organizations,4.4,Computer Science,Coursera,Luther College at the University of Regina,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
431,Industrial IoT on Google Cloud Platform,Google Cloud,34k,"","",https://www.coursera.org/search?query=Industrial IoT on Google Cloud Platform,4.5,Computer Science,Coursera,Google Cloud,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
433,Influencer Marketing Strategy,Rutgers the State University of New Jersey,12k,"","",https://www.coursera.org/search?query=Influencer Marketing Strategy,4.4,Computer Science,Coursera,Rutgers the State University of New Jersey,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
436,Information Visualization,New York University,10k,"","",https://www.coursera.org/search?query=Information Visualization,4.6,Computer Science,Coursera,New York University,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
452,International Cyber Conflicts,The State University of New York,25k,"","",https://www.coursera.org/search?query=International Cyber Conflicts,4.4,Computer Science,Coursera,The State University of New York,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
466,Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,100k,"","",https://www.coursera.org/search?query=Introducción a la programación en Python I: Aprendiendo a programar con Python,4.4,Computer Science,Coursera,Pontificia Universidad Católica de Chile,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
470,Introduction to Big Data,University of California San Diego,160k,"","",https://www.coursera.org/search?query=Introduction to Big Data,4.6,Computer Science,Coursera,University of California San Diego,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
478,Introduction to Cloud Computing,IBM,2.6k,"","",https://www.coursera.org/search?query=Introduction to Cloud Computing,4.6,Computer Science,Coursera,IBM,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
479,Introduction to Computer Programming,"Goldsmiths, University of London",20k,"","",https://www.coursera.org/search?query=Introduction to Computer Programming,4.3,Computer Science,Coursera,"Goldsmiths, University of London",2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
480,Introduction to Computer Science and Programming,"Goldsmiths, University of London",32k,"","",https://www.coursera.org/search?query=Introduction to Computer Science and Programming,4.3,Computer Science,Coursera,"Goldsmiths, University of London",2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
484,Introduction to Cybersecurity Tools & Cyber Attacks,IBM,30k,"","",https://www.coursera.org/search?query=Introduction to Cybersecurity Tools & Cyber Attacks,4.5,Computer Science,Coursera,IBM,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
486,Introduction to Data Science,IBM,310k,"","",https://www.coursera.org/search?query=Introduction to Data Science,4.6,Computer Science,Coursera,IBM,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
487,Introduction to Data Science in Python,University of Michigan,390k,"","",https://www.coursera.org/search?query=Introduction to Data Science in Python,4.5,Computer Science,Coursera,University of Michigan,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
489,Introduction to Discrete Mathematics for Computer Science,National Research University Higher School of Economics,75k,"","",https://www.coursera.org/search?query=Introduction to Discrete Mathematics for Computer Science,4.4,Computer Science,Coursera,National Research University Higher School of Economics,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
506,Introduction to Personal Branding,University of Virginia,140k,"","",https://www.coursera.org/search?query=Introduction to Personal Branding,4.4,Computer Science,Coursera,University of Virginia,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
507,Introduction to Philosophy,The University of Edinburgh,370k,"","",https://www.coursera.org/search?query=Introduction to Philosophy,4.6,Computer Science,Coursera,The University of Edinburgh,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
515,Introduction to Spreadsheets and Models,University of Pennsylvania,76k,"","",https://www.coursera.org/search?query=Introduction to Spreadsheets and Models,4.2,Computer Science,Coursera,University of Pennsylvania,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
522,"Introduction to Trading, Machine Learning & GCP",New York Institute of Finance,13k,"","","https://www.coursera.org/search?query=Introduction to Trading, Machine Learning & GCP",4.0,Computer Science,Coursera,New York Institute of Finance,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
532,Investment Management with Python and Machine Learning,EDHEC Business School,14k,"","",https://www.coursera.org/search?query=Investment Management with Python and Machine Learning,4.6,Computer Science,Coursera,EDHEC Business School,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
535,Java Programming and Software Engineering Fundamentals,Duke University,380k,"","",https://www.coursera.org/search?query=Java Programming and Software Engineering Fundamentals,4.6,Computer Science,Coursera,Duke University,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
536,Java Programming: Solving Problems with Software,Duke University,160k,"","",https://www.coursera.org/search?query=Java Programming: Solving Problems with Software,4.6,Computer Science,Coursera,Duke University,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
548,Learn English,Tsinghua University,22k,"","",https://www.coursera.org/search?query=Learn English,4.3,Computer Science,Coursera,Tsinghua University,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
553,Learn SQL Basics for Data Science,"University of California, Davis",160k,"","",https://www.coursera.org/search?query=Learn SQL Basics for Data Science,4.6,Computer Science,Coursera,"University of California, Davis",2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
563,Machine Learning,University of Washington,290k,"","",https://www.coursera.org/search?query=Machine Learning,4.6,Computer Science,Coursera,University of Washington,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
565,Machine Learning Foundations: A Case Study Approach,University of Washington,240k,"","",https://www.coursera.org/search?query=Machine Learning Foundations: A Case Study Approach,4.6,Computer Science,Coursera,University of Washington,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
566,Machine Learning and Reinforcement Learning in Finance,New York University,29k,"","",https://www.coursera.org/search?query=Machine Learning and Reinforcement Learning in Finance,3.7,Computer Science,Coursera,New York University,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
567,Machine Learning for All,University of London,19k,"","",https://www.coursera.org/search?query=Machine Learning for All,4.6,Computer Science,Coursera,University of London,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
568,Machine Learning for Business Professionals,Google Cloud,58k,"","",https://www.coursera.org/search?query=Machine Learning for Business Professionals,4.6,Computer Science,Coursera,Google Cloud,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
569,Machine Learning for Trading,Google Cloud,15k,"","",https://www.coursera.org/search?query=Machine Learning for Trading,3.9,Computer Science,Coursera,Google Cloud,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
571,Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,72k,"","",https://www.coursera.org/search?query=Machine Learning with TensorFlow on Google Cloud Platform,4.5,Computer Science,Coursera,Google Cloud,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
848,User Interface Design,University of Minnesota,43k,"","",https://www.coursera.org/search?query=User Interface Design,4.6,Computer Science,Coursera,University of Minnesota,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
586,Marketing Strategy,IE Business School,57k,"","",https://www.coursera.org/search?query=Marketing Strategy,4.4,Computer Science,Coursera,IE Business School,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
588,Marketing con Redes Sociales,Tecnológico de Monterrey,60k,"","",https://www.coursera.org/search?query=Marketing con Redes Sociales,4.4,Computer Science,Coursera,Tecnológico de Monterrey,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
590,Mastering Data Analysis in Excel,Duke University,280k,"","",https://www.coursera.org/search?query=Mastering Data Analysis in Excel,4.2,Computer Science,Coursera,Duke University,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
592,Mastering Software Development in R,Johns Hopkins University,52k,"","",https://www.coursera.org/search?query=Mastering Software Development in R,4.3,Computer Science,Coursera,Johns Hopkins University,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
594,Mathematics for Data Science,National Research University Higher School of Economics,12k,"","",https://www.coursera.org/search?query=Mathematics for Data Science,4.5,Computer Science,Coursera,National Research University Higher School of Economics,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
595,Mathematics for Machine Learning,Imperial College London,150k,"","",https://www.coursera.org/search?query=Mathematics for Machine Learning,4.6,Computer Science,Coursera,Imperial College London,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
598,Mathematics for Machine Learning: PCA,Imperial College London,33k,"","",https://www.coursera.org/search?query=Mathematics for Machine Learning: PCA,4.0,Computer Science,Coursera,Imperial College London,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
601,Memoir and Personal Essay: Write About Yourself,Wesleyan University,13k,"","",https://www.coursera.org/search?query=Memoir and Personal Essay: Write About Yourself,4.3,Computer Science,Coursera,Wesleyan University,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
621,Natural Language Processing in TensorFlow,deeplearning.ai,40k,"","",https://www.coursera.org/search?query=Natural Language Processing in TensorFlow,4.6,Computer Science,Coursera,deeplearning.ai,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
633,Object Oriented Programming in Java,Duke University,330k,"","",https://www.coursera.org/search?query=Object Oriented Programming in Java,4.6,Computer Science,Coursera,Duke University,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
637,"Open Source Software Development, Linux and Git",The Linux Foundation,13k,"","","https://www.coursera.org/search?query=Open Source Software Development, Linux and Git",4.4,Computer Science,Coursera,The Linux Foundation,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
638,Operating Systems and You: Becoming a Power User,Google,76k,"","",https://www.coursera.org/search?query=Operating Systems and You: Becoming a Power User,4.6,Computer Science,Coursera,Google,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
640,Optical Engineering,University of Colorado Boulder,6.2k,"","",https://www.coursera.org/search?query=Optical Engineering,4.2,Computer Science,Coursera,University of Colorado Boulder,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
676,Project Execution,"University of California, Irvine",70k,"","",https://www.coursera.org/search?query=Project Execution,4.2,Computer Science,Coursera,"University of California, Irvine",2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
686,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,41k,"","",https://www.coursera.org/search?query=Python and Statistics for Financial Analysis,4.4,Computer Science,Coursera,The Hong Kong University of Science and Technology,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
693,Recommender Systems,University of Minnesota,29k,"","",https://www.coursera.org/search?query=Recommender Systems,4.3,Computer Science,Coursera,University of Minnesota,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
701,Responsive Website Development and Design,"Goldsmiths, University of London",170k,"","",https://www.coursera.org/search?query=Responsive Website Development and Design,4.5,Computer Science,Coursera,"Goldsmiths, University of London",2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
704,Robotics,University of Pennsylvania,120k,"","",https://www.coursera.org/search?query=Robotics,4.4,Computer Science,Coursera,University of Pennsylvania,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
712,Sales Operations/Management,West Virginia University,5.6k,"","",https://www.coursera.org/search?query=Sales Operations/Management,4.4,Computer Science,Coursera,West Virginia University,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
719,Secure Coding Practices,"University of California, Davis",6.4k,"","",https://www.coursera.org/search?query=Secure Coding Practices,4.4,Computer Science,Coursera,"University of California, Davis",2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
755,Strategic Business Analytics,ESSEC Business School,60k,"","",https://www.coursera.org/search?query=Strategic Business Analytics,4.3,Computer Science,Coursera,ESSEC Business School,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
774,Survey Data Collection and Analytics,"University of Maryland, College Park",45k,"","",https://www.coursera.org/search?query=Survey Data Collection and Analytics,4.3,Computer Science,Coursera,"University of Maryland, College Park",2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
776,Swift 5 iOS Application Developer,LearnQuest,3.9k,"","",https://www.coursera.org/search?query=Swift 5 iOS Application Developer,4.5,Computer Science,Coursera,LearnQuest,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
778,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,48k,"","",https://www.coursera.org/search?query=Systems Biology and Biotechnology,4.4,Computer Science,Coursera,Icahn School of Medicine at Mount Sinai,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
783,Teach English Now! Teaching Language Online,Arizona State University,8.5k,"","",https://www.coursera.org/search?query=Teach English Now! Teaching Language Online,4.4,Computer Science,Coursera,Arizona State University,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
788,TensorFlow: Data and Deployment,deeplearning.ai,12k,"","",https://www.coursera.org/search?query=TensorFlow: Data and Deployment,4.5,Computer Science,Coursera,deeplearning.ai,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
800,The Data Scientist’s Toolbox,Johns Hopkins University,420k,"","",https://www.coursera.org/search?query=The Data Scientist’s Toolbox,4.6,Computer Science,Coursera,Johns Hopkins University,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
825,Tools for Data Science,IBM,120k,"","",https://www.coursera.org/search?query=Tools for Data Science,4.6,Computer Science,Coursera,IBM,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
826,Trading Strategies in Emerging Markets,Indian School of Business,68k,"","",https://www.coursera.org/search?query=Trading Strategies in Emerging Markets,4.3,Computer Science,Coursera,Indian School of Business,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
838,Understanding Modern Finance,American Institute of Business and Economics,11k,"","",https://www.coursera.org/search?query=Understanding Modern Finance,4.4,Computer Science,Coursera,American Institute of Business and Economics,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
843,Unity Certified Programmer Exam Preparation,Unity,6.1k,"","",https://www.coursera.org/search?query=Unity Certified Programmer Exam Preparation,4.5,Computer Science,Coursera,Unity,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
844,Unity XR: How to Build AR and VR Apps,Unity,12k,"","",https://www.coursera.org/search?query=Unity XR: How to Build AR and VR Apps,4.2,Computer Science,Coursera,Unity,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
856,Virtual Teacher,"University of California, Irvine",23k,"","",https://www.coursera.org/search?query=Virtual Teacher,4.3,Computer Science,Coursera,"University of California, Irvine",2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
870,Write Your First Novel,Michigan State University,18k,"","",https://www.coursera.org/search?query=Write Your First Novel,4.4,Computer Science,Coursera,Michigan State University,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
873,iOS App Development with Swift,University of Toronto,76k,"","",https://www.coursera.org/search?query=iOS App Development with Swift,3.9,Computer Science,Coursera,University of Toronto,2022-08-18,India,English,0,4,false,Videos,Neesham,0,0,,0
980,Web Design for Web Developers: Build Beautiful Websites!,Jonas Schmedtmann,382479,Learn web design in 1 hour with 25+ simple-to-use rules and guidelines — tons of amazing web design resources included!,https://img-c.udemycdn.com/course/240x135/473160_d929_3.jpg,https://www.udemy.com/course/web-design-secrets/,4.0,Computer Science,Udemy,"",2022-09-02,India,English,500,4,false,Videos,Neesham,0,0,https://img-c.udemycdn.com/course/125_H/473160_d929_3.jpg,4
988,Basics of NLP,Abubakar Abid,0,"This course will teach you about natural language processing (NLP) using libraries from the Hugging Face ecosystem — 🤗 Transformers, 🤗 Datasets, 🤗 Tokenizers, and 🤗 Accelerate — as well as the Hugging Face Hub. It’s completely free and without ads.",https://res.cloudinary.com/hire-easy/image/upload/v1668354406/huggingface_fyhlpo.jpg,https://huggingface.co/course/chapter1/1,6.0,Computer Science,Hugging Face,"",2022-11-13,India,English,0,4,false,Videos,Neesham,1,1,https://res.cloudinary.com/hire-easy/image/upload/v1668354406/huggingface_fyhlpo.jpg,6
989,Learn Python,Alexis Cook,0,Learn the most important language for data science.,https://res.cloudinary.com/hire-easy/image/upload/v1668440224/kaggle_llcm0q.jpg,https://www.kaggle.com/learn/python,9.0,Computer Science,Kaggle,"",2022-11-14,India,English,0,4,false,Textual,Neesham,1,1,https://res.cloudinary.com/hire-easy/image/upload/v1668440224/kaggle_llcm0q.jpg,1
990,Intro to Machine Learning,Alexis Cook,0,"Learn the core ideas in machine learning, and build your first models.",https://res.cloudinary.com/hire-easy/image/upload/v1668440224/kaggle_llcm0q.jpg,https://www.kaggle.com/learn/intro-to-machine-learning,8.0,Computer Science,Kaggle,"",2022-11-15,India,English,0,4,false,Textual,Neesham,0,0,https://res.cloudinary.com/hire-easy/image/upload/v1668440224/kaggle_llcm0q.jpg,0
991,Intro to SQL,Alexis Cook,0,"Learn SQL for working with databases, using Google BigQuery.",https://res.cloudinary.com/hire-easy/image/upload/v1668440224/kaggle_llcm0q.jpg,https://www.kaggle.com/learn/intro-to-sql,8.0,Computer Science,Kaggle,"",2022-11-15,India,English,0,4,false,Textual,Neesham,0,0,https://res.cloudinary.com/hire-easy/image/upload/v1668440224/kaggle_llcm0q.jpg,0
992,Nextjs Tutorials,Harry Bhai,0,Best course on youtube for nextjs. It is in the Hindi language. The videos of this course are very interactive.,https://res.cloudinary.com/hire-easy/image/upload/v1668788138/code-with-harry_shr7xi.jpg,https://www.youtube.com/watch?v=DZKOunP-WLQ&list=PLu0W_9lII9agtWvR_TZdb_r0dNI8-lDwG,8.0,Computer Science,YouTube,"",2022-11-18,India,Hindi,0,20,false,Videos,Neesham,0,0,https://res.cloudinary.com/hire-easy/image/upload/v1668788138/code-with-harry_shr7xi.jpg,1
